productid,productskuid,New Product Name,Quantity,New_level1,New_level2,Valued_level2,New_level3,brandname,orig_score,aggr_score
100018488,10021530.0,maiyas masala nut,190 g,snacks,snacks,snacks,namkeen,Maiyas,0.0,0.0
100077428,10088553.0,mambo mexican sweet chipotle wavy chips,150 gm,snacks,snacks,snacks,other chips,Priyagold,0.0,0.0
100070725,10080907.0,mark premium panch phoran,100 gm,masala,spices & masalas,spices & masalas,fenugreek seeds,Mark,0.0,0.0
100089628,10102220.0,nilons raita masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Nilon's,0.0,0.0
100034330,10041044.0,parampara mutter paneer mix,80 g PP,masala,spices & masalas,spices & masalas,blended spices,Parampara,0.0,0.0
100066234,10075632.0,prs macaroni masala,50 g,,spices & masalas,spices & masalas,blended masalas,PRS,0.0,0.0
100113778,10125519.0,parrot mangrela,50 g,masala,spices & masalas,spices & masalas,whole spices,Parrot,0.0,0.0
100142953,10154694.0,parrot tarkari vegetable masala,20 g,masala,spices & masalas,spices & masalas,blended masalas,Parrot,0.0,0.0
100038921,10046495.0,patanjali soyavita jalapeno soya chips,100 g,snacks,snacks,snacks,potato chips branded,Patanjali,0.0,0.0
100090690,10103457.0,patanjali soyavita jalapeno soya chips,27 g,snacks,snacks,snacks,soya chips,Patanjali,0.0,0.0
100036381,10043611.0,pringles pizza flavoured,158 g,snacks,snacks,snacks,potato chips branded,Pringles,0.0,0.0
100148026,10159767.0,priya egg masala combo pack,64x50g,masala,spices & masalas,spices & masalas,blended masalas,Priya,0.0,0.0
100093304,10105958.0,salsalitos taco seasoning mix,40 g,masala,spices & masalas,spices & masalas,seasoning,Salsalito,0.0,0.0
100149570,10161311.0,samrudhi stemless chilli,500 g,masala,spices & masalas,spices & masalas,powdered spices,Samrudhi,0.0,0.0
100104292,10116242.0,samrudhi stemless chilli,250 g,masala,spices & masalas,spices & masalas,red chilli powder,Samrudhi,0.0,0.0
100149572,10161313.0,samrudhi stemless chilli,100 g,masala,spices & masalas,spices & masalas,powdered spices,Samrudhi,0.0,0.0
100104267,10116218.0,samrudhi stemless chilli,1 kg,masala,spices & masalas,spices & masalas,red chilli powder,Samrudhi,0.0,0.0
100066174,10075835.0,samrudhi stemless chilli,,,spices & masalas,spices & masalas,red chilli powder,Samrudhi,0.0,0.0
100072722,10083133.0,shreenathji sabudana potato jalebi fryums,200 g,snacks,snacks,snacks,potato chips branded,Shreenathji,0.0,0.0
100143430,10155171.0,sri gopal dry coconut flakes,100 gm,masala,spices & masalas,spices & masalas,whole spices,Sri Gopal,0.0,0.0
100059902,10068411.0,sunrise pure garam masala,8 gm,masala,spices & masalas,spices & masalas,garam masala,Sunrise,0.0,0.0
100059903,10068412.0,sunrise pure garam masala,50 g,masala,spices & masalas,spices & masalas,powdered spices,Sunrise,0.0,0.0
100083199,10095101.0,suriyan peanuts with skin,150 g,snacks,,,nuts,Suriyan,0.0,0.0
100031033,10036914.0,suruchi tadka hing,100 g,masala,spices & masalas,spices & masalas,whole spices,Suruchi,0.0,0.0
100064168,10073160.0,suruchi tadka hing,50 g,masala,spices & masalas,spices & masalas,hing,Suruchi,0.0,0.0
100072186,10082521.0,surya biryani pulav masala,50 g,masala,spices & masalas,spices & masalas,blended masalas,Surya,0.0,0.0
100058546,10066613.0,terra chips original crisps,141 gm,snacks,snacks,snacks,potato wafers,Terra,0.0,0.0
100046423,10054053.0,too yumm cheese herb veggie stix,56 g,snacks,,,chips,Too Yumm,0.0,0.0
100045345,10052970.0,tushraj ginger powder,50 g,masala,spices & masalas,spices & masalas,powdered spices,Tushraj,0.0,0.0
100044972,10078759.0,vandevi compounded asafoetida,25 g,masala,spices & masalas,spices & masalas,hing,Vandevi,0.0,0.0
100034627,10041430.0,act ii butter delite popcorn,450 g,snacks,,,chips,Act II,0.0,0.0
100075668,10086599.0,act ii instant popcorn multipack,225 g,snacks,,,chips,Act II,0.0,0.0
100100539,10112765.0,agro fresh cloves,50 g,masala,spices & masalas,spices & masalas,whole clove,Agro Fresh,0.0,0.0
100136483,10148224.0,agro fresh cloves,100 g,masala,spices & masalas,spices & masalas,whole spices,Agro Fresh,0.0,0.0
100116006,10127747.0,agro fresh cloves,25 g,masala,spices & masalas,spices & masalas,whole spices,Agro Fresh,0.0,0.0
100016934,10019716.0,bakers masala mix gobi manchurian,125 g,,spices & masalas,spices & masalas,blended spices,Bakers,0.0,0.0
100075180,10086035.0,bhikharam chandmal chaltechalte tasty nuts,400 g,snacks,snacks,snacks,namkeen,Bhikharam Chandmal,0.0,0.0
100075179,10086036.0,bhikharam chandmal chaltechalte tasty nuts,200 g,snacks,snacks,snacks,namkeen,Bhikharam Chandmal,0.0,0.0
100018602,10021663.0,chitale bandhu mung dal,100 g,snacks,snacks,snacks,namkeen,Chitale Bandhu,0.0,0.0
100018604,10021666.0,chitale patal poha chiwda,200 g,snacks,snacks,snacks,namkeen,Chitale Bandhu,0.0,0.0
100057805,10065804.0,delight nuts chatpata mix,200 g,snacks,snacks,snacks,salted nuts,Delight Nuts,0.0,0.0
100144747,10156488.0,desi kitchen chhole masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Desi Kitchen,0.0,0.0
100033493,10040042.0,dev salt diamond,175 g,snacks,,,indian savouries,Dev,0.0,0.0
100049862,10057559.0,duta cumin powder,10 g,masala,spices & masalas,spices & masalas,powdered cumin,Duta,0.0,0.0
100050230,10057919.0,duta cumin powder,50 g,masala,spices & masalas,spices & masalas,powdered cumin,Duta,0.0,0.0
100049754,10057452.0,eastern fenugreek powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Eastern,0.0,0.0
100022102,10025681.0,easy life soup seasoning,30 g,masala,spices & masalas,spices & masalas,seasoning,easy life,0.0,0.0
100052156,10059835.0,everest meat masala,200 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0001678057258051,0.0083097080428455
100062529,10071231.0,everest meat masala,10 gm Pack of 60,masala,spices & masalas,spices & masalas,blended spices,Everest,0.0,0.0083097080428455
100016709,10019501.0,everest meat masala,15 g,masala,spices & masalas,spices & masalas,blended spices,Everest,0.0,0.0083097080428455
100046743,10054378.0,everest meat masala,10 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0,0.0083097080428455
100092040,10104783.0,everest meat masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0008124274433864,0.0083097080428455
100062528,10071232.0,everest meat masala,Pack of 60,masala,spices & masalas,spices & masalas,blended spices,Everest,0.0,0.0083097080428455
100092041,10104784.0,everest meat masala,50 g,,spices & masalas,spices & masalas,blended masalas,Everest,0.007329474873654,0.0083097080428455
100017133,10019934.0,everest pav bhaji masala,200 g,masala,spices & masalas,spices & masalas,blended spices,Everest,0.0,0.0113985799699137
100091996,10104738.0,everest pav bhaji masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0004647821148914,0.0113985799699137
100091997,10104740.0,everest pav bhaji masala,50 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0109044872723529,0.0113985799699137
100045442,10053067.0,everest pav bhaji masala,200 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,2.931058266941886e-05,0.0113985799699137
100038379,10045910.0,everest pav bhaji masala,15 g,,spices & masalas,spices & masalas,blended masalas,Everest,0.0,0.0113985799699137
100046723,10054358.0,everest pav bhaji masala,500 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0,0.0113985799699137
100016760,10019526.0,everest shahi biryani masala,50 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0043658340108104,0.0046062652421612
100044869,10052494.0,everest shahi biryani masala,200 g,masala,spices & masalas,spices & masalas,blended masalas,Everest,0.0002404312313508,0.0046062652421612
100044866,10052491.0,everest shahi biryani masala,10 g,masala,spices & masalas,spices & masalas,blended spices,Everest,0.0,0.0046062652421612
100085746,10097945.0,gm foods shahi paneer masala,25 g,masala,spices & masalas,spices & masalas,blended spices,G M Foods,0.0,0.0
100087497,10099887.0,grb rasam powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,GRB,0.0,0.0
100087528,10099918.0,grb rasam powder,20 g,masala,spices & masalas,spices & masalas,powdered spices,GRB,0.0,0.0
100079617,10091015.0,grd amritsari medium masala vadi,200 gm,masala,cereals & grains,cereals & grains,chunks & granules,GRD,0.0,0.0
100064992,10074141.0,geofresh organic cinnamon powder,50 gm,masala,spices & masalas,spices & masalas,powdered spices,Geo Fresh,0.0,0.0
100100487,10112715.0,good life poppy seed,50 g,masala,spices & masalas,spices & masalas,whole spices,Good Life,0.0,0.0
100109901,10121659.0,gwalia all in one mixture,1 kg,snacks,snacks,snacks,branded mixture,Gwalia,0.0,0.0
100109900,10121658.0,gwalia all in one mixture,400 g,snacks,snacks,snacks,branded mixture,Gwalia,0.0,0.0
100105636,10117511.0,gwalia dry fruit samosa,400 g,snacks,snacks,snacks,samosa/kachori,Gwalia,0.0,0.0
100089202,10101805.0,gwalia dry fruit samosa,200 g,snacks,,,indian savouries,Gwalia,0.0,0.0
100018496,10021539.0,haldiram chatpata matar,50 g,snacks,snacks,snacks,namkeen,Haldiram Mixtures,0.0,0.0
100018346,10021374.0,haldiram navrattan,1 kg,snacks,snacks,snacks,namkeen,Haldiram Mixtures,0.0,0.0
100070809,10081014.0,haldirams nagpur gol kachauri,350 g,snacks,,,indian savouries,Haldiram's Nagpur,0.0,0.0
100039523,10047130.0,haldirams nagpur gol kachauri,150 g,snacks,snacks,snacks,namkeen,Haldirams,0.0,0.0
100062569,10071279.0,haldirams prabhuji aloo bhujia,,snacks,snacks,snacks,bhujia,Haldirams,0.0,0.0
100078435,10089681.0,just organik true cinnamon stick,50 g,masala,spices & masalas,spices & masalas,cinnamon,Just Organik,0.0,0.0
100016999,10019785.0,kitchens of india masterchefs selection,1 pcs,masala,spices & masalas,spices & masalas,powdered spices,Kitchens of India,0.0,0.0
100036226,10043447.0,kwality makers navratan mix,150 g,snacks,snacks,snacks,mixture,Kwality,0.0,0.0
100004980,10005721.0,lays stax salt and vinegar,1559 g,snacks,snacks,snacks,potato chips branded,Lays,0.0,0.0
100016656,10072550.0,mdh rajmah masala,50 g,masala,spices & masalas,spices & masalas,blended spices,MDH Masale,0.0,0.0001165385958741
100091970,10104714.0,mdh rajmah masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,MDH,0.0001165385958741,0.0001165385958741
100070528,10080668.0,mark premium haldi powder,100 gm,masala,spices & masalas,spices & masalas,powdered spices,Mark,0.0,0.0
100070527,10080670.0,mark premium haldi powder,200 gm,masala,spices & masalas,spices & masalas,powdered spices,Mark,0.0,0.0
100069361,10079369.0,mayurank gota jeera,100 g,masala,spices & masalas,spices & masalas,powdered jeera,Mayurank,0.0,0.0
100112658,10124399.0,nani whole black pep,per 100 g,masala,spices & masalas,spices & masalas,whole spices,Nani,0.0,0.0
100113298,10125039.0,nani whole black pep,per 500 g,masala,spices & masalas,spices & masalas,whole spices,Nani,0.0,0.0
100049411,10057109.0,nataraj jaljira,180 g,masala,spices & masalas,spices & masalas,blended spices,Natraj,0.0,0.0
100089629,10102335.0,nilons premium garam masala,50 g,masala,spices & masalas,spices & masalas,garam masala,Nilon's,0.0,0.0
100099344,10111645.0,nilons premium garam masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Nilon's,0.0,0.0
100114877,10126618.0,nilons premium garam masala,12 g,,spices & masalas,spices & masalas,blended masalas,Nilon's,0.0,0.0
100081237,10092886.0,nirmal garam masala,25 gm,masala,spices & masalas,spices & masalas,garam masala,Nirmal,0.0,0.0
100081258,10092909.0,nirmal tej patta,50 g,masala,spices & masalas,spices & masalas,whole spices,Nirmal,0.0,0.0
100113521,10125262.0,parrot guntur stem chilli,200 g,masala,spices & masalas,spices & masalas,whole spices,Parrot,0.0,0.0
100113770,10125511.0,parrot guntur stem chilli,100 g,masala,spices & masalas,spices & masalas,whole spices,Parrot,0.0,0.0
100004836,10005559.0,pringlels sour cream and onion,40 g,,snacks,snacks,potato wafers,Pringles,0.0,0.0
100004932,10005672.0,pringles hot and spicy chips,165 g,snacks,snacks,snacks,potato chips branded,Pringles,0.0,0.0
100040010,10047637.0,priyagold snacks zigzag classic salted biscuits,44 g,snacks,biscuits,,,Priyagold,0.0,0.0002756180050824
100027024,10031747.0,priyagold snacks zigzag classic salted biscuits,500 g,snacks,biscuits,,,Priyagold,0.0002756180050824,0.0002756180050824
100040682,10048102.0,priyagold snacks zigzag classic salted biscuits,100 g,snacks,biscuits,,,Priyagold,0.0,0.0002756180050824
100045816,10053439.0,rambandhu biryani masala,15 g,masala,spices & masalas,spices & masalas,blended spices,Ram Bandhu,0.0,0.0
100036717,10044018.0,rasoi magic no onion no garlic paneer butter masala spice mix,50 g,masala,spices & masalas,spices & masalas,blended masalas,Rasoi Magic,0.0,0.0
100102174,10114362.0,ratna gold dhania,200 g,masala,spices & masalas,spices & masalas,powdered coriander,Ratna Gold,0.0,0.0
100065580,10074846.0,ratna gold dhania,500 g,masala,spices & masalas,spices & masalas,powdered coriander,Ratna Gold,0.0,0.0
100102172,10114361.0,ratna gold dhania,100 g,,spices & masalas,spices & masalas,powdered coriander,Ratna Gold,0.0,0.0
100016860,10019634.0,roopak bharwan tawa fry masala,100 gm,,spices & masalas,spices & masalas,powdered spices,Roopak,0.0,0.0
100016863,10019637.0,roopak dahi bhalla masala,100 g,masala,spices & masalas,spices & masalas,powdered spices,Roopak,0.0,0.0
100147336,10159077.0,ruchi spices meat masala,50 g,masala,spices & masalas,spices & masalas,blended masalas,Ruchi,0.0,0.0
100136321,10148062.0,ruchi spices meat masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Ruchi,0.0,0.0
100051316,10058981.0,sahi garam masala,5 50 g,masala,spices & masalas,spices & masalas,garam masala,Everest,0.0,0.0
100021027,10024472.0,sahiba premium kashmiri mirch powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Sahiba,0.0,0.0
100048346,10056056.0,samrat soapnut powder,250 g,masala,spices & masalas,spices & masalas,powdered spices,SAMRAT,0.0,0.0
100088574,10101002.0,shree whole black pep,per 50 g,masala,spices & masalas,spices & masalas,whole spices,Shree,0.0,0.0
100088571,10101011.0,shree whole black pep,per 100 g,masala,spices & masalas,spices & masalas,whole spices,Shree,0.0,0.0
100030964,10036828.0,shree whole black pep,per 200 g,masala,spices & masalas,spices & masalas,whole spices,Shree,0.0,0.0
100079014,10090329.0,shyam chilli powder,40 gm,masala,spices & masalas,spices & masalas,red chilli powder,Shyam,0.0,0.0
100079015,10090330.0,shyam chilli powder,,masala,spices & masalas,spices & masalas,red chilli powder,Shyam,0.0,0.0
100080019,10091496.0,sivam teekha sev,250 g,snacks,snacks,snacks,namkeen,Sivam,0.0,0.0
100082741,10094599.0,snackibles dipsters peri peri ragi chips,50 gm,snacks,snacks,,other snacks,Snackibles,0.0,0.0
100070136,10080220.0,suhana ambari turmeric powder,200 g,masala,spices & masalas,spices & masalas,turmeric powder,Suhana,0.0,0.0
100094207,10106855.0,suhana ambari turmeric powder,100 g,masala,spices & masalas,spices & masalas,whole spices,Pravin,0.0,0.0
100078914,10090223.0,suhana ambari turmeric powder,1 kg,masala,spices & masalas,spices & masalas,powdered spices,Suhana,0.0,0.0
100113635,10125376.0,suhana ambari turmeric powder,500 g,masala,spices & masalas,spices & masalas,powdered spices,Suhana,0.0,0.0
100017124,10019917.0,suhana chhole masala,500 g,masala,spices & masalas,spices & masalas,blended spices,Suhana,0.0,0.0
100070141,10080228.0,suhana chhole masala,200 g,masala,spices & masalas,spices & masalas,blended masalas,Suhana,0.0,0.0
100037440,10044906.0,suhana chhole masala,10 g,masala,spices & masalas,spices & masalas,blended spices,Suhana,0.0,0.0
100077394,10088517.0,suhana chhole masala,100 g,,spices & masalas,spices & masalas,blended spices,Suhana,0.0,0.0
100031016,10036897.0,suhana chhole masala,50 g,masala,spices & masalas,spices & masalas,whole spices,Suhana,0.0,0.0
100031022,10036903.0,suhana meatmutton masala,50 g,masala,spices & masalas,spices & masalas,blended masalas,Suhana,6.449735430371267e-05,6.449735430371267e-05
100070357,10080471.0,suhana meatmutton masala,200 g,masala,spices & masalas,spices & masalas,blended spices,Suhana,0.0,6.449735430371267e-05
100055751,10063651.0,suhana meatmutton masala,100 g,,spices & masalas,spices & masalas,blended masalas,Suhana,0.0,6.449735430371267e-05
100044180,10051746.0,suhana meatmutton masala,7 gm,masala,spices & masalas,spices & masalas,blended spices,Suhana,0.0,6.449735430371267e-05
100106771,10118612.0,sunrise coriander powder,100 g,masala,spices & masalas,spices & masalas,powdered coriander,Sunrise,0.0,0.0
100070768,10080969.0,sunrise coriander powder,,masala,spices & masalas,spices & masalas,powdered coriander,Sunrise,0.0,0.0
100106776,10118616.0,sunrise coriander powder,500 g,masala,spices & masalas,spices & masalas,powdered coriander,Sunrise,0.0,0.0
100070767,10080967.0,sunrise hing,25 g,masala,spices & masalas,spices & masalas,hing,Sunrise,0.0,0.0
100105752,10117623.0,sunrise hing,8 g,masala,spices & masalas,spices & masalas,hing,Sunrise,0.0,0.0
100059402,10067879.0,swastik dhanya powder,100 g,masala,spices & masalas,spices & masalas,powdered coriander,Swastik,0.0,0.0
100005179,10005976.0,tapioca chips,,snacks,chips,,,Magsons,0.0,0.0
100083478,10095431.0,timios apple cinnamon melts,50 g,snacks,,,chips,Timios,0.0,0.0
100092846,10105519.0,too yumm karare munchy masala,14 g,snacks,snacks,,other snacks,Too Yumm,0.0,0.0
100060506,10069167.0,too yumm karare munchy masala,80 g,snacks,snacks,snacks,namkeen,Too Yumm,0.0,0.0
100004851,10005575.0,tyrrell lightly sea salted,40 g,snacks,snacks,snacks,potato chips branded,Tyrrells,0.0,0.0
100045440,10053065.0,waghmare jeera powder,50 g,masala,spices & masalas,spices & masalas,powdered jeera,Waghmare,0.0,0.0
100045734,10053358.0,waghmare jeera powder,20 g,masala,spices & masalas,spices & masalas,powdered jeera,Waghmare,0.0,0.0
100018406,10021443.0,walkers sensations coated thai chilli coated peanuts,55 g,snacks,snacks,snacks,namkeen,Walkers,0.0,0.0
100073099,10083588.0,777 chicken masala,20 gm,masala,spices & masalas,spices & masalas,blended spices,777,0.0,0.0
100073879,10084536.0,777 onion kuzhambu rice paste,300 gm,masala,spices & masalas,spices & masalas,ginger garlic paste,777,0.0,0.0
100030751,10036585.0,aditya turmeric powder,500 g,,spices & masalas,spices & masalas,powdered spices,Aaditya,0.0,0.0
100007287,10008386.0,btw atta patti premium cookies biscuits,,masala,spices & masalas,spices & masalas,garam masala,BTW,0.0,0.0
100074438,10085194.0,bhakti kaju para,200 gm,snacks,snacks,snacks,namkeen,Bhakti,0.0,0.0
100109755,10121516.0,bikaji moong dal,1 kg,snacks,snacks,snacks,namkeen,Bikaji Foods,0.0,0.0001228370248822
100004774,10005479.0,bingo mad angles tomato mischief,45 g,snacks,snacks,snacks,namkeen,Bingo,0.0,0.0
100106421,10118271.0,brahmins turmeric powder,250 g,masala,spices & masalas,spices & masalas,powdered spices,Brahmins,0.0,0.0
100063918,10072834.0,brahmins turmeric powder,100 g,masala,spices & masalas,spices & masalas,turmeric powder,Brahmins,0.0,0.0
100064072,10073036.0,cbs methi,50 gm,masala,spices & masalas,spices & masalas,fenugreek seeds,CBS,0.0,0.0
100003041,10003627.0,cakees butter raisin cake,400 g,snacks,snacks,snacks,pre mix,Cakees,0.0,0.0
100030793,10036637.0,das plusfood jeera powder,200GM,masala,spices & masalas,spices & masalas,powdered jeera,Das Plusfood,0.0,0.0
100091456,10104218.0,dhania powder,250 g,masala,spices & masalas,spices & masalas,powdered coriander,Private Label,0.0,0.0
100091459,10104223.0,dhania powder,500 g,masala,spices & masalas,spices & masalas,powdered coriander,Private Label,0.0,0.0
100091458,10104222.0,dhania powder,200 g,masala,spices & masalas,spices & masalas,powdered coriander,Private Label,0.0,0.0
100091457,10104220.0,dhania powder,50 g,masala,spices & masalas,spices & masalas,powdered coriander,Private Label,0.0,0.0
100091460,10104225.0,dhania powder,1 kg,masala,spices & masalas,spices & masalas,powdered coriander,Private Label,0.0,0.0
100007331,10008451.0,dhania powder,100 g,masala,spices & masalas,spices & masalas,powdered coriander,Private Label,0.0,0.0
100052231,10059910.0,doritos heat wave,35 g,,snacks,snacks,corn chips,Doritos,0.0,0.0
100089243,10101760.0,eat any time cranberry and orange trial mix,200 gm,snacks,snacks,,other snacks,Mix Box,0.0,0.0
100084542,10096595.0,fresh kerala achappam,100 g,snacks,snacks,,other snacks,Fresh,0.0,0.0
100064998,10074147.0,geofresh organic white pepper powder,55 gm,,spices & masalas,spices & masalas,powdered spices,Geo Fresh,0.0,0.0
100100596,10112823.0,grihasthi black pep,per 100 g,masala,spices & masalas,spices & masalas,whole spices,Grihasthi,0.0,0.0
100101621,10113831.0,grihasthi black pep,per 50 g,masala,spices & masalas,spices & masalas,black pepper powder,Grihasthi,0.0,0.0
100067732,10077458.0,grihasthi meat masala,100 g,masala,spices & masalas,spices & masalas,blended spices,Grihasthi,0.0,0.0
100103673,10115655.0,grihasthi meat masala,50 g,masala,spices & masalas,spices & masalas,blended spices,Grihasthi,0.0,0.0
100107238,10119077.0,grihasthi red mustard,50 g,masala,spices & masalas,spices & masalas,mustard seeds,Grihasthi,0.0,0.0
100063885,10072792.0,grihasthi red mustard,100 g,masala,spices & masalas,spices & masalas,mustard seeds,Grihasthi,0.0,0.0
100058657,10066739.0,groves banana hot n spicy chips,,snacks,snacks,snacks,banana chips - branded,Groves,0.0,0.0
100089284,10102633.0,gwalia corn flakes mixture,400 g,snacks,snacks,snacks,branded mixture,Gwalia,0.0,0.0
100109904,10121662.0,gwalia corn flakes mixture,150 g,snacks,snacks,snacks,branded mixture,Gwalia,0.0,0.0
100049196,10080775.0,haldiram prabhuji tok jhal misti,,snacks,snacks,snacks,namkeen,Prabhuji,0.0,0.0
100018304,10021311.0,haldirams dal biji,200 g,snacks,snacks,snacks,namkeen,Haldiram Mixtures,0.0,0.0
100105094,10117004.0,haldirams dal biji,400 g,snacks,snacks,snacks,namkeen,Haldirams,0.0,0.0
100051492,10059156.0,haldirams dal biji,42 g,snacks,snacks,snacks,namkeen,Haldiram Namkeen,0.0,0.0
100018351,10021382.0,haldirams masala chana crackers,200 g,snacks,snacks,snacks,namkeen,Haldiram Mixtures,0.0,0.0
100061022,10069684.0,hathi coriander cumin powder,200 g,masala,spices & masalas,spices & masalas,powdered cumin,Hathi,0.0,0.0
100018403,10021440.0,jabsons peanuts chili garlic,150 g,,snacks,snacks,namkeen,Jabsons,0.0,0.0
100054741,10062584.0,jolly time blast o butter popcorn,298 g,snacks,snacks,snacks,popcorns,Jolly Time,0.0,0.0
100017043,10019830.0,judes chicken curry powder,100 g,masala,spices & masalas,spices & masalas,blended spices,Judes Foods,0.0,0.0
100081723,10093436.0,kanchan s elaichi,25 g,masala,spices & masalas,spices & masalas,whole cardamon,Kanchan,0.0,0.0
100103970,10115937.0,kanchan s elaichi,50 g,masala,spices & masalas,spices & masalas,whole cardamon,Kanchan,0.0,0.0
100022113,10025692.0,keya japanese seasoning,50 gm,masala,spices & masalas,spices & masalas,seasoning,Keya,0.0,0.0
100005152,10005937.0,lays party spicy sizzle flavour chips,26 g,snacks,snacks,snacks,potato chips branded,Lays,0.0,0.0
100112115,10123856.0,maayi gundu chilli,500 g,masala,spices & masalas,spices & masalas,whole spices,Maayi,0.0,0.0
100114143,10125884.0,maayi gundu chilli,1 kg,,spices & masalas,spices & masalas,whole spices,Maayi,0.0,0.0
100112136,10123877.0,maayi gundu chilli,200 g,masala,spices & masalas,spices & masalas,whole spices,Maayi,0.0,0.0
100022103,10025682.0,maggi hot liquid seasoning,100 ml,,spices & masalas,spices & masalas,seasoning,Maggi,0.0,0.0
100093896,10106548.0,maiyas chow chow mixture,90 g,snacks,snacks,snacks,mixture,Maiyas,0.0,0.0
100017603,10020526.0,maiyas chow chow mixture,40 g,snacks,snacks,snacks,mixture,Maiyas,0.0,0.0
100051161,10058839.0,mukhorochok traditional snack,100 g,snacks,snacks,snacks,namkeen,Mukharochak,0.0,0.0
100088837,10101298.0,nutty gritties spicy trail mix,24 g,snacks,snacks,snacks,nut mixes,Nutty Gritties,0.0,0.0
100027013,10031736.0,priyagold snacks zig zag biscuits,200 g,snacks,biscuits,,,Priyagold,0.0008113366485685,0.0008113366485685
100105820,10117690.0,raji lal mirchi,200 g,masala,spices & masalas,spices & masalas,red chilli powder,Raji,0.0,0.0
100058444,10066501.0,real thai tom yum soup paste,227 gm,masala,spices & masalas,,,Real Thai,0.0,0.0
100045821,10053444.0,srr egg curry masala,10 g,masala,spices & masalas,spices & masalas,blended spices,SRR,0.0,0.0
100017151,10019952.0,srr egg curry masala,50 g,masala,spices & masalas,spices & masalas,blended spices,SRR,0.0,0.0
100149719,10161460.0,samrudhi uluva fenugreek seeds,100 g,masala,spices & masalas,spices & masalas,whole spices,Samrudhi,0.0,0.0
100016897,10019671.0,shan nihari curry mix,60 g,masala,spices & masalas,spices & masalas,blended spices,Shan,0.0,0.0
100148278,10160019.0,sharvas butter chilli murukku,180 g,snacks,,,indian savouries,Sharvas,0.0,0.0
100100029,10112282.0,shree coriander seeds,200 g,masala,spices & masalas,spices & masalas,whole spices,Shree,0.0,0.0
100113388,10125129.0,shree coriander seeds,500 g,masala,spices & masalas,spices & masalas,whole spices,Shree,0.0,0.0
100030968,10036836.0,shree coriander seeds,100 g,masala,spices & masalas,spices & masalas,whole spices,Shri Ram,0.0,0.0
100099848,10112113.0,shree methi,200 g,masala,spices & masalas,spices & masalas,fenugreek seeds,Shree,0.0,0.0
100146385,10158126.0,shree methi,100 g,masala,spices & masalas,spices & masalas,whole spices,Shree,0.0,0.0
100055009,10062878.0,shree methi,500 g,masala,spices & masalas,spices & masalas,fenugreek seeds,Shree,0.0,0.0
100098446,10110800.0,sprighty methi crisps,55 g,snacks,snacks,snacks,potato chips branded,Sprightly,0.0,0.0
100077819,10088991.0,sri sri tattva big fennel seeds,100 g,masala,spices & masalas,spices & masalas,whole spices,Sri Sri Tattva,0.0,0.0
100106279,10118133.0,sunrise ajwain,100 g,masala,spices & masalas,spices & masalas,ajwain,Sunrise,0.0,0.0
100155229,,sunrise ajwain,50 g,masala,spices & masalas,spices & masalas,whole spices,Sunrise,0.0,0.0
100051629,10059300.0,sunrise ajwain,,masala,spices & masalas,spices & masalas,whole spices,Sunrise,0.0,0.0
100104477,10116413.0,supa sweet corn on cob,500 g,snacks,snacks,,other snacks,Supa,0.0,0.0
100083146,10095045.0,supa sweet corn on cob,300 g,snacks,snacks,,other snacks,Supa,0.0,0.0
100154147,,svadhar masala thepla,120 g,,,,indian savouries,Svadhar,0.0,0.0
100005108,10005873.0,tong garden con con barbeque corn chips,80 g,snacks,snacks,snacks,corn chips,Tong Garden,0.0,0.0
100045754,10053377.0,yellow diamond krunchy tomato sticks,15 g,snacks,snacks,snacks,tortilla chips,Daymond,0.0,0.0
100030747,10085189.0,aachi tamarind rice powder,50 g,masala,spices & masalas,spices & masalas,blended masalas,Aachi,0.0,0.0
100041252,10048716.0,aachi tamarind rice powder,8 g,masala,spices & masalas,spices & masalas,blended spices,Aachi,0.0,0.0
100049491,10057189.0,aachi tamarind rice powder,100 g,masala,spices & masalas,spices & masalas,blended spices,Aachi,0.0,0.0
100038561,10046116.0,aachi tamarind rice powder,20 g,masala,spices & masalas,spices & masalas,blended spices,Aachi Masala,0.0,0.0
100101392,10113612.0,act ii butter lovers microwave popcorn,99 g,snacks,snacks,snacks,popcorns,ACT II,0.0,0.0
100101391,10113611.0,act ii butter lovers microwave popcorn,33 g,snacks,snacks,snacks,popcorns,ACT II,0.0,0.0
100073349,10083874.0,agro fresh black salt powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Agro Fresh,0.0,0.0
